emotion1,emotion2,similarity
joy,fear,2.95
amusement,fear,1.0
fear,anger,8.05
tenderness,amusement,8.616666666666667
joy,anger,1.1666666666666665
joy,sadness,6.375
neutral,disgust,3.525
joy,neutral,7.166666666666666
neutral,sadness,2.5416666666666665
inspiration,fear,2.716666666666667
tenderness,joy,8.825
tenderness,anger,2.5
inspiration,neutral,2.4833333333333334
amusement,neutral,7.641666666666667
joy,amusement,8.633333333333333
joy,inspiration,8.6
inspiration,sadness,7.7
neutral,anger,2.7083333333333335
sadness,fear,8.858333333333334
inspiration,disgust,1.1749999999999998
sadness,anger,7.575
amusement,anger,1.1583333333333332
tenderness,inspiration,8.966666666666667
inspiration,amusement,8.558333333333334
inspiration,anger,1.3083333333333331
tenderness,fear,1.7916666666666665
tenderness,sadness,2.6166666666666667
amusement,sadness,7.2
joy,disgust,1.6749999999999998
tenderness,disgust,1.6749999999999998
amusement,disgust,8.275
sadness,disgust,6.341666666666667
disgust,anger,8.858333333333334
tenderness,neutral,2.375
fear,disgust,8.966666666666667
neutral,fear,2.558333333333333
