emotion1,emotion2,similarity
neutral,anger,1.0
tenderness,fear,1.0
amusement,neutral,2.3583333333333334
disgust,anger,7.475
joy,disgust,1.0
amusement,anger,1.3083333333333331
tenderness,inspiration,8.45
fear,disgust,8.941666666666666
amusement,sadness,1.0
sadness,anger,8.45
tenderness,anger,1.1416666666666666
neutral,fear,1.2999999999999998
fear,anger,8.941666666666666
tenderness,neutral,6.333333333333333
joy,amusement,9.0
joy,neutral,6.375
joy,fear,1.025
neutral,disgust,2.4916666666666667
inspiration,neutral,6.25
joy,inspiration,8.958333333333334
sadness,fear,8.958333333333334
tenderness,sadness,6.433333333333334
inspiration,disgust,1.025
joy,sadness,1.0416666666666665
amusement,fear,1.5499999999999998
amusement,disgust,1.0
inspiration,sadness,5.75
inspiration,amusement,6.708333333333333
joy,anger,1.1833333333333331
tenderness,disgust,1.2916666666666665
neutral,sadness,5.233333333333333
inspiration,anger,1.0833333333333335
tenderness,joy,8.033333333333333
sadness,disgust,8.633333333333333
tenderness,amusement,8.325
inspiration,fear,2.308333333333333
