emotion1,emotion2,similarity
amusement,anger,1.0
joy,fear,1.0
fear,anger,3.9416666666666664
tenderness,amusement,4.933333333333334
tenderness,disgust,1.0
amusement,disgust,1.0
amusement,fear,2.033333333333333
tenderness,sadness,1.0
neutral,fear,1.0
joy,anger,1.0
tenderness,neutral,1.0
joy,amusement,8.05
amusement,sadness,1.0
neutral,sadness,3.033333333333333
inspiration,fear,1.0
inspiration,disgust,1.0
tenderness,fear,1.0
inspiration,amusement,1.0
sadness,anger,1.0
inspiration,neutral,1.0
neutral,disgust,1.0
tenderness,anger,1.0
joy,disgust,1.0
joy,neutral,2.95
amusement,neutral,1.0
disgust,anger,2.966666666666667
inspiration,sadness,1.0
inspiration,anger,1.0
joy,inspiration,5.883333333333333
sadness,disgust,1.0
tenderness,joy,7.975
neutral,anger,4.891666666666667
joy,sadness,1.0
sadness,fear,1.0
tenderness,inspiration,1.0
fear,disgust,4.966666666666667
