emotion1,emotion2,similarity
tenderness,amusement,6.016666666666667
fear,disgust,6.091666666666667
inspiration,amusement,2.9833333333333334
tenderness,sadness,6.725
inspiration,neutral,2.1166666666666667
neutral,sadness,1.9666666666666668
tenderness,fear,1.0499999999999998
amusement,sadness,2.0416666666666665
joy,amusement,7.75
inspiration,disgust,1.025
fear,anger,3.025
tenderness,inspiration,3.8583333333333334
joy,inspiration,4.125
joy,neutral,2.091666666666667
tenderness,joy,6.933333333333334
tenderness,neutral,5.391666666666667
joy,disgust,1.025
sadness,fear,1.7999999999999998
amusement,anger,5.966666666666667
neutral,disgust,2.6
amusement,fear,1.2833333333333332
inspiration,sadness,1.0
sadness,anger,1.3333333333333335
amusement,neutral,1.0416666666666665
tenderness,anger,1.0
inspiration,fear,1.0
joy,sadness,1.0
neutral,fear,1.0
neutral,anger,1.0416666666666665
amusement,disgust,5.558333333333334
sadness,disgust,1.0
joy,anger,1.025
disgust,anger,5.05
inspiration,anger,1.2999999999999998
tenderness,disgust,1.0916666666666668
joy,fear,1.0
