emotion1,emotion2,similarity
inspiration,neutral,3.966666666666667
tenderness,sadness,1.15
joy,inspiration,7.125
amusement,disgust,2.6
sadness,anger,5.125
joy,amusement,8.183333333333334
tenderness,neutral,5.275
joy,fear,2.4
joy,anger,2.0083333333333333
inspiration,amusement,5.408333333333333
amusement,anger,2.158333333333333
neutral,fear,4.366666666666667
amusement,fear,2.5833333333333335
joy,sadness,1.0
tenderness,anger,1.4416666666666669
joy,disgust,1.8083333333333331
fear,anger,3.216666666666667
inspiration,disgust,5.083333333333333
neutral,disgust,3.3083333333333336
sadness,disgust,3.4416666666666664
tenderness,joy,5.341666666666667
amusement,sadness,1.9166666666666665
tenderness,inspiration,5.95
joy,neutral,5.35
inspiration,anger,2.4833333333333334
amusement,neutral,4.191666666666666
inspiration,fear,3.8583333333333334
tenderness,amusement,5.575
neutral,anger,3.625
disgust,anger,2.6666666666666665
tenderness,fear,2.908333333333333
sadness,fear,7.175
tenderness,disgust,2.3333333333333335
inspiration,sadness,2.7666666666666666
fear,disgust,6.583333333333333
neutral,sadness,4.375
