emotion1,emotion2,similarity
sadness,disgust,1.0
neutral,sadness,1.9833333333333334
joy,inspiration,8.0
inspiration,amusement,1.0
amusement,disgust,1.0
joy,amusement,4.958333333333334
tenderness,disgust,1.0083333333333333
joy,neutral,3.0
neutral,disgust,3.0166666666666666
inspiration,neutral,2.966666666666667
tenderness,anger,2.9916666666666667
inspiration,fear,4.95
tenderness,amusement,3.975
inspiration,disgust,2.9916666666666667
fear,anger,6.008333333333333
amusement,neutral,3.966666666666667
amusement,sadness,2.966666666666667
joy,fear,1.0
disgust,anger,6.991666666666667
neutral,anger,2.975
tenderness,joy,6.991666666666667
inspiration,anger,6.0
joy,anger,1.0166666666666666
joy,sadness,1.0
neutral,fear,2.0166666666666666
fear,disgust,6.983333333333333
amusement,anger,1.0
tenderness,fear,1.0
tenderness,sadness,5.008333333333334
tenderness,inspiration,6.966666666666667
joy,disgust,1.0
amusement,fear,1.0
sadness,fear,6.983333333333333
sadness,anger,8.95
tenderness,neutral,5.0
inspiration,sadness,5.975
