emotion1,emotion2,similarity
inspiration,amusement,1.9833333333333334
neutral,sadness,3.025
sadness,fear,3.025
neutral,disgust,2.9916666666666667
inspiration,sadness,5.05
disgust,anger,4.983333333333333
tenderness,amusement,5.975
inspiration,anger,4.008333333333333
amusement,sadness,1.975
sadness,disgust,6.033333333333333
tenderness,joy,6.041666666666667
tenderness,sadness,2.0
joy,anger,1.9166666666666665
tenderness,anger,3.0583333333333336
neutral,anger,2.9916666666666667
joy,sadness,2.9833333333333334
inspiration,neutral,3.033333333333333
joy,fear,2.0166666666666666
joy,disgust,2.075
fear,disgust,7.908333333333333
inspiration,fear,7.016666666666667
tenderness,inspiration,3.083333333333333
amusement,disgust,6.0
tenderness,disgust,3.325
inspiration,disgust,2.9916666666666667
joy,inspiration,8.091666666666667
joy,amusement,7.966666666666667
neutral,fear,2.8916666666666666
amusement,neutral,3.0666666666666664
amusement,anger,3.025
sadness,anger,4.041666666666666
joy,neutral,3.05
amusement,fear,2.9833333333333334
fear,anger,2.9166666666666665
tenderness,fear,3.0083333333333333
tenderness,neutral,2.95
