emotion1,emotion2,similarity
amusement,fear,2.2083333333333335
sadness,disgust,1.3833333333333333
tenderness,joy,6.541666666666667
inspiration,disgust,1.0916666666666668
inspiration,neutral,3.825
neutral,fear,2.7666666666666666
joy,fear,2.2083333333333335
fear,anger,8.191666666666666
inspiration,sadness,5.783333333333333
inspiration,fear,6.441666666666666
tenderness,fear,2.625
tenderness,sadness,6.841666666666667
amusement,sadness,7.516666666666667
neutral,sadness,7.291666666666666
joy,neutral,5.675
amusement,disgust,8.316666666666666
neutral,disgust,4.325
amusement,neutral,3.475
tenderness,anger,1.8666666666666667
joy,amusement,8.583333333333334
inspiration,anger,7.175
joy,anger,1.75
joy,disgust,1.2416666666666667
joy,sadness,4.383333333333333
inspiration,amusement,5.808333333333334
tenderness,disgust,1.1
tenderness,amusement,6.241666666666667
neutral,anger,3.2416666666666667
joy,inspiration,7.3
amusement,anger,1.3083333333333331
sadness,anger,2.191666666666667
tenderness,neutral,4.091666666666667
disgust,anger,8.4
fear,disgust,8.558333333333334
tenderness,inspiration,7.75
sadness,fear,3.283333333333333
