emotion1,emotion2,similarity
joy,fear,1.0
inspiration,neutral,3.225
amusement,sadness,1.1333333333333333
tenderness,amusement,1.5
inspiration,disgust,1.0
tenderness,joy,3.0166666666666666
neutral,fear,2.4
neutral,disgust,2.575
amusement,fear,1.0
joy,anger,1.0
fear,anger,4.116666666666667
neutral,sadness,4.716666666666667
joy,neutral,1.025
sadness,fear,1.0166666666666666
tenderness,anger,1.025
inspiration,anger,1.025
tenderness,sadness,1.025
inspiration,sadness,1.025
disgust,anger,5.691666666666666
tenderness,disgust,1.0
tenderness,neutral,1.0
fear,disgust,1.0
inspiration,amusement,1.0
joy,disgust,1.0
tenderness,inspiration,2.066666666666667
amusement,disgust,1.0
neutral,anger,1.0
joy,inspiration,1.4166666666666665
amusement,neutral,1.0
tenderness,fear,1.0
amusement,anger,1.0
joy,sadness,1.0
inspiration,fear,1.0
sadness,anger,1.15
sadness,disgust,1.0
joy,amusement,5.533333333333333
