emotion1,emotion2,similarity
sadness,anger,3.466666666666667
inspiration,anger,6.741666666666667
tenderness,inspiration,7.633333333333333
fear,anger,3.4833333333333334
tenderness,anger,1.1333333333333333
inspiration,sadness,5.591666666666667
fear,disgust,8.608333333333334
joy,inspiration,8.475
amusement,anger,1.4166666666666665
sadness,fear,4.325
tenderness,amusement,6.575
amusement,fear,2.3916666666666666
joy,neutral,5.45
inspiration,fear,2.2416666666666667
inspiration,neutral,6.125
inspiration,amusement,3.341666666666667
joy,anger,1.6916666666666669
disgust,anger,1.3666666666666667
joy,disgust,1.0166666666666666
neutral,sadness,1.3083333333333331
neutral,disgust,4.408333333333333
joy,fear,1.4249999999999998
sadness,disgust,3.591666666666667
tenderness,neutral,4.416666666666666
tenderness,sadness,1.5833333333333335
amusement,disgust,1.1416666666666666
neutral,anger,1.2083333333333335
joy,sadness,1.1749999999999998
neutral,fear,1.1749999999999998
tenderness,fear,1.4166666666666665
joy,amusement,6.566666666666666
amusement,neutral,3.325
inspiration,disgust,2.4583333333333335
tenderness,joy,6.341666666666667
tenderness,disgust,1.7583333333333333
amusement,sadness,1.475
